-0.361887	-78.477272	2
-0.361162	-78.490523	2
-0.36117	-78.473	2
-0.3608495748	-78.4675157236	2
-0.3604365587	-78.5258026123	13
-0.3600068888	-78.4726275385	2
-0.3593204501	-78.4924285465	2
-0.359684921	-78.4709680306	2
-0.3596354117	-78.4715674547	2
-0.3589518332	-78.4685036948	2
-0.3591008278	-78.4720891727	2
-0.3588590026	-78.4566802979	2
-0.3575329439	-78.468403788	2
-0.3578176508	-78.4661114561	2
-0.3562253371	-78.544265842	13
-0.356182	-78.467508	2
-0.355951	-78.440981	2
-0.3563187218	-78.4409177444	2
-0.3560121	-78.4341441	2
-0.3551332653	-78.4669113159	2
-0.3550591845	-78.4493586652	2
-0.3551439788	-78.4487535595	2
-0.3550647845	-78.4501469628	2
-0.3550369164	-78.4258290757	2
-0.3556800886	-78.3187866211	2
-0.354966	-78.535404	13
-0.3547480082	-78.4741094175	2
-0.3543297556	-78.4289107711	2
-0.354982574	-78.4498582911	2
-0.354416	-78.44942	2
-0.3535289864	-78.5324692593	13
-0.3535811798	-78.4271783699	2
-0.353516	-78.406017	2
-0.353711	-78.361361	2
-0.3527944982	-78.5425796509	13
-0.352854	-78.473498	2
-0.352819	-78.478185	2
-0.35337	-78.42876	2
-0.3523379862	-78.4685745239	2
-0.3524211512	-78.4667331105	2
-0.3519072117	-78.4239911196	2
-0.3523	-78.464879	2
-0.35211	-78.42902	2
-0.350639	-78.474024	2
-0.350528	-78.440543	2
-0.350616	-78.43215	2
-0.3503744416	-78.4338968136	2
-0.3498156418	-78.5493848908	13
-0.3494779005	-78.4584181694	2
-0.3495914988	-78.4300823463	2
-0.349632	-78.430187	2
-0.349436	-78.431024	2
-0.349294947	-78.4310928886	2
-0.3499974121	-78.4323699332	2
-0.3492451747	-78.5482756931	13
-0.3489446941	-78.4781109381	2
-0.3486357827	-78.4403594298	2
-0.349162	-78.455439	2
-0.348843495	-78.4298546953	2
-0.3479778505	-78.4796648843	2
-0.3484260976	-78.428411043	2
-0.34768	-78.43602	2
-0.3481716505	-78.4360566164	2
-0.3476439	-78.544119	13
-0.3475865126	-78.4552993774	2
-0.347092207	-78.4697580714	2
-0.3470058435	-78.436395296	2
-0.3474949896	-78.428527832	2
-0.346316	-78.547567	13
-0.3464407904	-78.544243657	13
-0.346713	-78.496105	2
-0.346656	-78.485701	2
-0.3465183836	-78.4556149159	2
-0.3467710609	-78.4467383649	2
-0.346242	-78.44219	2
-0.3467164934	-78.3870849609	2
-0.34638	-78.445077	2
-0.3464235743	-78.4279668382	2
-0.3453340424	-78.5489356672	13
-0.3456377561	-78.5468614484	13
-0.34548	-78.4893	2
-0.3458069861	-78.4502029419	2
-0.3454151048	-78.4447619923	2
-0.3454714386	-78.455342913	2
-0.3454668134	-78.4559535308	2
-0.3452442017	-78.4426467873	2
-0.3457500847	-78.4477098824	2
-0.345792	-78.430757	2
-0.3454896	-78.4365102	2
-0.3456276611	-78.4286997751	2
-0.345677	-78.428506	2
-0.345448	-78.427471	2
-0.345734	-78.437459	2
-0.345394664	-78.436883881	2
-0.3456781388	-78.4366951098	2
-0.3453941	-78.4368847	2
-0.3452860698	-78.4303099968	2
-0.3452568454	-78.4292161593	2
-0.345106	-78.45668	2
-0.3445390761	-78.4311523438	2
-0.344768	-78.431079	2
-0.344479382	-78.4310455322	2
-0.3448257195	-78.4501247573	2
-0.3450312868	-78.4503468119	2
-0.344115	-78.560786	13
-0.343664016	-78.4540235996	2
-0.343684	-78.4950849	2
-0.3436352909	-78.4391098022	2
-0.3437449741	-78.4388881655	2
-0.3437310595	-78.4319535074	2
-0.3440622985	-78.4317016602	2
-0.3440268934	-78.4411773682	2
-0.3427268863	-78.5691604614	13
-0.34285	-78.545177	13
-0.3431	-78.5643	13
-0.3434019191	-78.4528282393	2
-0.3433568663	-78.4528004831	2
-0.3429331961	-78.4523952429	2
-0.3428818012	-78.4435017573	2
-0.3429018855	-78.4436416626	2
-0.3430598676	-78.4443435669	2
-0.3429223595	-78.4513627055	2
-0.342931	-78.45234	2
-0.343042	-78.432908	2
-0.3429535925	-78.4331130981	2
-0.3424314857	-78.5688171387	13
-0.342687	-78.456096	2
-0.3421156718	-78.4502746442	2
-0.3423029999	-78.4525284727	2
-0.3424704544	-78.4535032511	2
-0.342562	-78.435026	2
-0.3424233496	-78.432434082	2
-0.3426226079	-78.4323043823	2
-0.342402	-78.431156	2
-0.3414857905	-78.5237759651	13
-0.3412607996	-78.4826749563	2
-0.341642	-78.479847	2
-0.3412172209	-78.4351460624	2
-0.341327	-78.467199	2
-0.3417649963	-78.4321034209	2
-0.3403787298	-78.4470270454	2
-0.3403750108	-78.4356235491	2
-0.34053	-78.43313	2
-0.340918	-78.432303	2
-0.3399776155	-78.5545369547	13
-0.3394369297	-78.5455942154	13
-0.339863	-78.482855	2
-0.339462	-78.473724	2
-0.3395017945	-78.4364397129	2
-0.3398390458	-78.4400041075	2
-0.3398163105	-78.4398153421	2
-0.3394519254	-78.4399930037	2
-0.3400408554	-78.4430964802	2
-0.3389894294	-78.5531006145	13
-0.33913	-78.44434	2
-0.339524923	-78.5490465868	13
-0.339955	-78.549567	13
-0.3390831833	-78.440509331	2
-0.3393706749	-78.4399930037	2
-0.338904	-78.436897	2
-0.338539809	-78.5366668701	13
-0.3380831744	-78.5296892783	13
-0.3379192184	-78.451928937	2
-0.338282	-78.447754	2
-0.337827	-78.445744	2
-0.33803	-78.441615	2
-0.3378348	-78.4408798	2
-0.3380613951	-78.439332323	2
-0.3373181671	-78.5411876328	13
-0.3373302511	-78.4798036284	2
-0.33759	-78.488879	2
-0.337739	-78.445754	2
-0.3373372391	-78.4406814395	2
-0.337319	-78.440383	2
-0.337505	-78.438362	2
-0.336171	-78.560952	13
-0.3364903793	-78.4663723294	2
-0.336402	-78.459275	2
-0.3365989987	-78.4563365529	2
-0.3362414539	-78.4396362305	2
-0.336763	-78.444304	2
-0.3365963829	-78.4385550462	2
-0.336555071	-78.4340245153	2
-0.336521	-78.433931	2
-0.336696	-78.44542	2
-0.3363660574	-78.445640564	2
-0.3367500603	-78.4159240723	2
-0.3355454843	-78.5536607341	13
-0.3360404968	-78.4601669312	2
-0.3356838202	-78.4656729654	2
-0.335104738	-78.550283332	13
-0.3347041905	-78.4634246826	2
-0.3346911722	-78.4479874571	2
-0.3348330882	-78.4508480147	2
-0.3346506059	-78.4420852661	2
-0.3350020051	-78.4502182007	2
-0.335142	-78.442858	2
-0.3352607469	-78.4393489789	2
-0.3349626495	-78.4347129912	2
-0.3359967768	-78.5505447388	13
-0.3349395753	-78.4345575293	2
-0.3343617935	-78.5540600255	13
-0.3339223	-78.5444109	13
-0.3339740038	-78.541847229	13
-0.333807106	-78.4431797565	2
-0.3337280452	-78.4234085083	2
-0.3338981863	-78.4214590174	2
-0.334152	-78.43826	2
-0.333998	-78.437011	2
-0.333777	-78.448165	2
-0.33369	-78.4482	2
-0.333813	-78.447412	2
-0.3344444	-78.4475	2
-0.3333429992	-78.528678894	13
-0.3332808912	-78.5290527344	13
-0.3331898451	-78.5284042358	13
-0.3329	-78.46226	2
-0.3337156066	-78.4557314884	2
-0.3331289451	-78.4480762809	2
-0.3331634964	-78.4620983636	2
-0.3331410845	-78.4620983636	2
-0.3331634766	-78.4621261172	2
-0.3331679972	-78.462131668	2
-0.3335896134	-78.4485397339	2
-0.333598	-78.448785	2
-0.33296719	-78.444600994	2
-0.3335760092	-78.4456447028	2
-0.3334092752	-78.4454726026	2
-0.3330753148	-78.4339675903	2
-0.3333646357	-78.4426578909	2
-0.333388	-78.44257	2
-0.3333355158	-78.4438515157	2
-0.3331392109	-78.443611145	2
-0.3334826708	-78.4425793168	2
-0.3335750181	-78.3492401164	2
-0.3328366552	-78.551270499	13
-0.3326835292	-78.4710623846	2
-0.3321636787	-78.4652622256	2
-0.3322026355	-78.4640466481	2
-0.3327071071	-78.4559402466	2
-0.332573	-78.448069	2
-0.3323178173	-78.4472990704	2
-0.3324275872	-78.4487813167	2
-0.332139	-78.450112	2
-0.3327782287	-78.448442678	2
-0.3322049422	-78.4431964117	2
-0.3324875657	-78.4460555214	2
-0.332477	-78.446289	2
-0.3323312998	-78.4457092285	2
-0.3326662683	-78.4451172981	2
-0.3324702859	-78.4214701233	2
-0.331549	-78.492937	1
-0.331879	-78.464763	2
-0.3312786652	-78.4705517618	2
-0.331746	-78.452605	2
-0.33167	-78.453507	2
-0.331302	-78.45192	2
-0.3313286451	-78.4518900781	2
-0.3318321109	-78.44581604	2
-0.3319431852	-78.4303655212	2
-0.331684	-78.427187	2
-0.3316887915	-78.4470977783	2
-0.3315766764	-78.4481633382	2
-0.3317157924	-78.4474029541	2
-0.331952	-78.446607	2
-0.3315034389	-78.4474711675	2
-0.331524	-78.422462	2
-0.331924	-78.486279	1
-0.3322267582	-78.4341411123	2
-0.3316534493	-78.4335303644	2
-0.331866	-78.433764	2
-0.3308108682	-78.4617486676	2
-0.330584	-78.451759	2
-0.330485	-78.451905	2
-0.33112	-78.4494	2
-0.3311454933	-78.4492365341	2
-0.3306299054	-78.443529516	2
-0.3310620485	-78.439554401	2
-0.3311657012	-78.4367218018	2
-0.33116	-78.434473	2
-0.330884	-78.446181	2
-0.3311438591	-78.4326253403	2
-0.330788	-78.446793	2
-0.330893	-78.448192	2
-0.330919	-78.448107	2
-0.3296821505	-78.4754580751	2
-0.330270648	-78.4613647461	2
-0.32988	-78.4501	2
-0.3296484022	-78.4434184813	2
-0.3299084765	-78.4340966944	2
-0.32998	-78.450571	2
-0.329615	-78.450797	2
-0.329964	-78.450917	2
-0.3300160749	-78.3968677261	2
-0.3302424951	-78.4471158699	2
-0.3303198695	-78.4468549475	2
-0.3301803548	-78.4474822706	2
-0.3303655723	-78.4475877493	2
-0.329746	-78.447082	2
-0.3290833	-78.5213206	13
-0.3295677799	-78.4510962426	2
-0.3294961089	-78.4511295505	2
-0.329524	-78.448978	2
-0.3295806737	-78.4503301578	2
-0.3291299728	-78.4498999699	2
-0.3287883103	-78.4411621094	2
-0.3293034996	-78.435418119	2
-0.3289757696	-78.4454448445	2
-0.3291930647	-78.4458168027	2
-0.329056	-78.443877	2
-0.3295423452	-78.4437793435	2
-0.3291798166	-78.4475544402	2
-0.3291056698	-78.4474434099	2
-0.3284873551	-78.4505189039	2
-0.328225	-78.448351	2
-0.328465	-78.442334	2
-0.328437	-78.449861	2
-0.3283622767	-78.4500861168	2
-0.328685	-78.449969	2
-0.3287327135	-78.4486869421	2
-0.328509	-78.449953	2
-0.3273696	-78.5742395	13
-0.3277620077	-78.5737457275	13
-0.327208	-78.549545	13
-0.327613926	-78.4926061166	1
-0.3276049053	-78.4925894694	1
-0.3275541	-78.5223535	13
-0.3275805712	-78.4504165649	2
-0.32747	-78.44573	2
-0.3271523325	-78.4402261841	2
-0.3277640627	-78.4169666035	2
-0.3272712515	-78.4495807215	2
-0.3277906458	-78.4502191306	2
-0.3278070686	-78.4495389462	2
-0.327346	-78.450306	2
-0.3271646798	-78.4497756958	2
-0.3271839591	-78.4095584113	2
-0.3271917947	-78.3702205287	2
-0.327125	-78.448199	2
-0.3272112101	-78.4482594796	2
-0.327617	-78.426757	2
-0.326772	-78.556004	13
-0.32647	-78.53617	13
-0.3270913764	-78.5504386173	13
-0.32646	-78.45835	2
-0.3265707978	-78.46238145	2
-0.3266157404	-78.4624425078	2
-0.326653	-78.462424	2
-0.326745	-78.448056	2
-0.3267429822	-78.4443234101	2
-0.3265697321	-78.4495529645	2
-0.326845	-78.450077	2
-0.3268181886	-78.4313205368	2
-0.326702	-78.395338	2
-0.3260272145	-78.5467529297	13
-0.3257900802	-78.5562908649	13
-0.325951	-78.556409	13
-0.3259932008	-78.5444655064	13
-0.3261614523	-78.5520690989	13
-0.326245	-78.552041	13
-0.3260261108	-78.4421682358	2
-0.325639346	-78.4470325969	2
-0.326212	-78.446755	2
-0.3262906314	-78.4498860481	2
-0.326193	-78.449383	2
-0.3257181182	-78.4489922713	2
-0.3249111	-78.5522023	13
-0.325104	-78.547175	13
-0.325383	-78.46841	2
-0.3246733011	-78.4560312455	2
-0.324822	-78.440579	2
-0.325358	-78.447739	2
-0.325252	-78.44715	2
-0.3252016687	-78.4072814234	2
-0.324225672	-78.5588014894	13
-0.3246967392	-78.4490311314	2
-0.324667	-78.449066	2
-0.3248812439	-78.4490533371	2
-0.3251583	-78.449796	2
-0.3247374031	-78.4491810199	2
-0.324704	-78.448955	2
-0.3247374031	-78.4491810199	2
-0.3247238399	-78.4491255056	2
-0.3239682054	-78.5628994878	13
-0.3241323	-78.5270948	13
-0.3241323	-78.5270948	13
-0.3241323	-78.5270948	13
-0.3242400298	-78.4899647293	1
-0.324580149	-78.4827671562	1
-0.3240374648	-78.4625923766	2
-0.3243735662	-78.4380498131	2
-0.3245513664	-78.4400762825	2
-0.3242679093	-78.3974064872	2
-0.3238850832	-78.4483032227	2
-0.3242904513	-78.4478930818	2
-0.323872417	-78.4482594796	2
-0.324205409	-78.4489867199	2
-0.3240305745	-78.4488368311	2
-0.323859	-78.448776	2
-0.3246421132	-78.4491097927	2
-0.3239630235	-78.4486869421	2
-0.3239044653	-78.4486924935	2
-0.3246563325	-78.4490089256	2
-0.3239359364	-78.4487702138	2
-0.3243417106	-78.4489274025	2
-0.3238419336	-78.448975617	2
-0.324651	-78.448913	2
-0.3246339822	-78.4491588142	2
-0.3245797617	-78.4490033742	2
-0.3246471596	-78.4489922713	2
-0.32373	-78.454264	2
-0.3236850246	-78.4613323613	2
-0.3232121678	-78.4609937642	2
-0.32356	-78.44799	2
-0.323538	-78.448399	2
-0.3234106255	-78.4419972274	2
-0.3232100403	-78.4387549179	2
-0.3235633992	-78.4491255056	2
-0.3236883792	-78.4486425305	2
-0.323637	-78.4488	2
-0.32357	-78.44999	2
-0.323097	-78.450345	2
-0.323492	-78.449919	2
-0.322354	-78.54989	13
-0.3223450153	-78.4738596641	1
-0.322862	-78.449823	2
-0.3229409329	-78.4558369586	2
-0.3229355771	-78.4552485444	2
-0.322786	-78.455828	2
-0.3223041892	-78.4512023926	2
-0.3219147	-78.5541335	13
-0.3221284486	-78.4733546054	1
-0.3221449435	-78.4602777109	2
-0.321698	-78.45072	2
-0.3215195	-78.4460531	2
-0.3215268572	-78.4392157319	2
-0.321548008	-78.4419639165	2
-0.32165	-78.442446	2
-0.3217894326	-78.4406314725	2
-0.321864	-78.450026	2
-0.320677818	-78.543006838	13
-0.3211482451	-78.4543548146	2
-0.3212588359	-78.444817509	2
-0.3206721003	-78.4432019635	2
-0.3205750677	-78.452772727	2
-0.3208766176	-78.4527394196	2
-0.3206963942	-78.4526394975	2
-0.3203402	-78.5557266	13
-0.319922	-78.550688	13
-0.320258	-78.455125	2
-0.3203184233	-78.4526061901	2
-0.3204990847	-78.4399985556	2
-0.320492	-78.450085	2
-0.3199751434	-78.4495925903	2
-0.3205350578	-78.4413920781	2
-0.319384	-78.564935	13
-0.3189515097	-78.5476323528	13
-0.31897	-78.47559	1
-0.3194589319	-78.452467409	2
-0.3194630363	-78.4600223729	2
-0.3192276617	-78.469935681	1
-0.3190298349	-78.4681096176	1
-0.3192946798	-78.4346685736	2
-0.319110702	-78.4428410993	2
-0.3189253807	-78.4210739136	2
-0.3193670826	-78.4666387525	1
-0.319229	-78.466689	1
